hugo_symbol	Model_Score
TBC1D1	0.9252094
GCNT4	0.92520154
RBM10	0.92517626
MACC1	0.9251699
ERBB4	0.9251557
FAT3	0.92513835
CACNA1D	0.9251166
DCAF8	0.92508876
PCDH15	0.9250771
CNTNAP2	0.9250738
ZNF384	0.9250497
RBM10	0.9250349
PCDHB15	0.9249427
RUVBL1	0.9249336
CSMD3	0.9249336
DICER1	0.9248918
ZNF479	0.9248214
ATRX	0.9247907
FAM13A	0.9247592
SLC44A1	0.92470676
SMC3	0.9246758
METAP1D	0.9246625
CDH11	0.9246139
ITGA7	0.92455184
GRAP2	0.92455125
FPGS	0.92454314
IPO4	0.92452794
GRIN2A	0.92452157
PTPRT	0.9244935
TIAM1	0.9244686
DCAF12L2	0.92445815
CEP89	0.9244488
RNGTT	0.92444366
CARD11	0.92442995
AMER1	0.92439336
MUC16	0.92436874
RYR2	0.92436427
PTPRH	0.92435616
CSMD3	0.9243558
CDH10	0.92433304
NSD2	0.92424333
DNMT3A	0.92423564
TGFBR2	0.92421913
ARHGAP21	0.92417
CSMD3	0.92415166
NCALD	0.9241377
WDR17	0.92413634
MED12L	0.924121
FLNA	0.92409
ABCB7	0.92406124
BAX	0.92402244
ABCB7	0.92401254
LYPD2	0.9239969
PCDHA11	0.9239963
SLC35B1	0.92398787
TEC	0.92398643
LGI2	0.9239826
HCN1	0.92392254
MYH11	0.92388713
SETBP1	0.9238674
NBEA	0.9238452
CDH10	0.9238373
AMER1	0.92383003
SEMA3A	0.92380214
CBLL2	0.9237601
ARHGAP5	0.9237175
B3GLCT	0.9237151
SLC9A4	0.92371285
FAT3	0.9236853
CSMD3	0.923662
CD163	0.9235633
GPC3	0.92353004
ASB5	0.9235125
MRPL27	0.92349654
ADAMTS19	0.923488
FAT1	0.92346275
PTPRC	0.92345476
CDH10	0.9234447
CYP11B2	0.92342466
NTRK3	0.9234169
MYH11	0.92339665
TEC	0.92335796
CSMD3	0.9233412
BIRC6	0.92326754
GSK3B	0.92326164
NOD1	0.9231641
HIP1	0.9231556
PLCB4	0.9231423
CNTNAP5	0.9231304
NID2	0.9231035
NES	0.92308
MUC16	0.92301106
ANK1	0.922923
SLITRK4	0.9229212
CSMD3	0.9229019
CADPS	0.9228627
LRP1B	0.9228056
SOS1	0.9228021
FLCN	0.92279756
AMER1	0.92276716
CTNNA2	0.92274487
CSMD3	0.92273223
CSMD3	0.9227318
LARP4B	0.9226865
MUC16	0.9226729
COL3A1	0.92266196
FBXO39	0.9226446
PLCB4	0.9226102
ZNF777	0.9226057
MB21D2	0.9226031
RGS7	0.92260253
HSP90AA1	0.9225965
MTHFR	0.9225903
MUC16	0.9225535
LEF1	0.9225531
CSMD3	0.92252815
ERBB4	0.9225122
FLCN	0.9224893
CSMD3	0.9224735
TFPI2	0.9224494
CSMD3	0.92244405
SCN2A	0.9224202
FAT3	0.92241204
STAG1	0.9223937
ARID5B	0.92236054
STOML3	0.92233676
PPP3CA	0.92231363
FAT1	0.92228967
GABRA2	0.9222697
MYO1C	0.9222273
ZNF770	0.9222208
SLC22A6	0.9221741
TECRL	0.9221045
ESCO2	0.9221022
POGLUT2	0.9220926
PCDHGA6	0.92200226
BRIP1	0.92198724
MYO18A	0.9219829
NTRK3	0.92196053
MED13L	0.9219487
MYO1C	0.9218863
ARID2	0.92185384
SLC12A6	0.92179865
RTCB	0.9217881
MORC1	0.92173153
CNTNAP2	0.92173046
ROS1	0.92170703
PDCL2	0.921707
JAK1	0.9216522
ZRANB3	0.9216322
HS3ST4	0.92161655
ERBB4	0.9216068
CLCN1	0.9215903
GABRG2	0.92157716
MUC16	0.9215551
POU3F3	0.9215379
KHDRBS3	0.9215373
CSMD3	0.92149806
ZBTB18	0.92149144
KANK4	0.92147803
COL4A1	0.9214655
NOTCH2	0.9214282
KIF1A	0.9214225
NLRP3	0.92141455
ITPR2	0.9214061
AKAP9	0.9214004
GPC3	0.9213578
C8B	0.9213223
TM2D3	0.9213187
SPEG	0.9212572
TNRC18	0.9212376
HECW2	0.92121243
AKAP4	0.9212016
RP1L1	0.9211998
ACACA	0.9211961
ZEB1	0.92117614
KLHL1	0.92116356
MACF1	0.9211474
ZNF560	0.9211471
SNTG1	0.9211235
CDH10	0.92111635
EIF3E	0.92110986
MGAT5B	0.9211009
GFRA1	0.92105293
RPS6KA3	0.92097884
CDH17	0.9209348
MUC16	0.920923
SPAM1	0.92090046
PRSS36	0.92089444
RFFL	0.9208902
ZFHX3	0.92087376
SLK	0.9208695
PCDH15	0.92082244
ERBB4	0.9207897
COL20A1	0.9207472
SCAMP2	0.9206804
CSMD3	0.9206737
KRTAP19-7	0.9206693
GABRA6	0.920666
KLHDC4	0.9206265
KMT2D	0.9205524
PTCH1	0.9204941
ARHGAP5	0.92047364
PCK1	0.9204512
NAV3	0.9203591
NAIF1	0.9203353
HOXB1	0.9203245
BRIP1	0.9203164
PTPRT	0.92024463
TBL1XR1	0.92024237
FBN1	0.920233
SLC44A5	0.92020416
CDH10	0.9201997
EPHA3	0.9201971
ASPM	0.92017704
COL4A1	0.92016935
MUC16	0.92015475
DSCAM	0.9201474
MYO1C	0.92011666
ERN2	0.9201011
LRP1B	0.92008084
ZNF536	0.9200752
CEP89	0.920025
ITIH1	0.9200162
SLC35B1	0.92001396
GNAQ	0.9199972
ASXL3	0.9199761
COL2A1	0.9199695
PHKA2	0.919948
NSD1	0.9199303
HECTD4	0.919927
PTCH1	0.91992277
SCAMP2	0.91988975
NRG1	0.9198797
STOML3	0.91985375
SOS1	0.9197964
GRPR	0.91978765
HMG20A	0.91976935
P2RY8	0.91975945
KIF13A	0.91974556
CDH10	0.91970813
GPC3	0.9196375
LPCAT1	0.91956776
DLG5	0.9195614
ALK	0.91955334
ACSBG1	0.91949916
MYCN	0.9194366
KIF5B	0.919395
USP6	0.9193444
RGS1	0.9193332
MB21D2	0.9193296
SLC17A8	0.91927034
TMEM184A	0.91919124
LRP1B	0.9191891
MUC16	0.91915476
ITPR3	0.9191405
CSMD3	0.9191038
CYSLTR2	0.9190462
CDH10	0.9190457
CNTNAP2	0.91903824
MB21D2	0.9190307
ZEB1	0.9190263
TEC	0.9190191
ABCF2	0.9190162
CPXM2	0.9189893
CAND1	0.91895306
PDGFRA	0.918886
PTPRD	0.9188826
DLGAP2	0.91881806
ABCA6	0.9188005
MUC16	0.91877586
LRP1B	0.9187595
ZEB1	0.9187531
ACTN2	0.9186478
SMG1	0.91863817
BCAS3	0.91859347
TET3	0.91858214
MUC16	0.9185733
ERBB4	0.9185649
ACTL6A	0.9184921
SALL4	0.9184737
ECT2L	0.91846925
MYO1D	0.9184473
ACVR1C	0.91844624
AMER1	0.9184317
SOS1	0.9184131
CFAP61	0.91837686
ADAM10	0.91836905
FZD10	0.91835666
RUFY2	0.9183502
CYSLTR2	0.9182805
NIN	0.9182136
GPR22	0.9181746
CPN1	0.91812986
PTPRK	0.9181261
NCAM1	0.9181255
AQP6	0.91810423
NPLOC4	0.9180866
PTPRT	0.91808075
SVEP1	0.918067
MUC16	0.91801447
TENM1	0.9179981
CADM1	0.9179764
PTPRD	0.91796416
MSL2	0.9179556
ARHGEF12	0.9179517
CSMD3	0.9179394
ZEB1	0.9179329
DUSP6	0.9179218
CSMD3	0.9178964
FAT4	0.9178692
RNF20	0.9178649
CDH11	0.91784084
RSPO2	0.9178252
KIR3DL3	0.9178215
ARID2	0.91780794
ZNF398	0.91779816
PIK3CB	0.9177917
SLC26A5	0.9177836
ZEB1	0.9177054
ATP13A3	0.9177047
BIRC6	0.91768485
PIEZO2	0.91766226
CSMD3	0.9176278
STAB2	0.9176231
UNC79	0.9176121
NRCAM	0.91759783
CNTNAP2	0.9175927
CSNK1G3	0.91758174
RBM19	0.91755956
FAM20B	0.91754186
VPS54	0.91752607
CXCR4	0.9174793
PKHD1L1	0.91745985
ACTR8	0.917447
AMER1	0.9174418
FAM47C	0.91740483
ATR	0.91739
VAV3	0.91735256
PCDHB15	0.91731995
FRZB	0.9173177
AFF3	0.9172371
LRP4	0.91722596
CHD1	0.9172165
PMS1	0.9172048
UNC13C	0.9171826
ZEB1	0.91718173
CNTN5	0.9171811
MYH7	0.9171515
PTPRD	0.91714317
KIF1A	0.91713446
NDST4	0.9171265
RSPO2	0.9171222
CSMD3	0.91711766
SLITRK4	0.9171072
PLEC	0.9171054
ASPM	0.91707784
FAT3	0.91705275
ISL1	0.91697806
SRGAP3	0.9169687
SOS1	0.9169322
CAND2	0.9169311
CSMD3	0.9168786
CDH10	0.9168497
FBXL7	0.91684186
LCK	0.91684175
FAT3	0.9168364
DNAH9	0.9166941
ZEB1	0.9166867
MNX1	0.9166819
TNIK	0.9166776
HAUS7	0.9166469
COL5A2	0.91658974
FAM172A	0.91657645
CBL	0.916494
NBEA	0.9164706
ARFGEF1	0.91646355
GRM1	0.91643655
CDH9	0.9164143
CHRNB4	0.9164131
FAT3	0.91639495
CHRM2	0.9163904
SOS1	0.9163842
CDH10	0.91635066
CACNA1D	0.9162915
GPR12	0.9162756
COL11A1	0.9162635
CSMD1	0.9162378
ZFHX4	0.91623527
CACNA1D	0.91622514
USP9X	0.91621387
CTNND2	0.91621184
GPC3	0.91617805
PLOD2	0.9161772
ZSWIM5	0.91616887
PPP2R1A	0.9161226
CSMD3	0.9161096
CTNND2	0.9161073
CDH10	0.9161002
ERBB4	0.9160394
FNIP2	0.91602534
ZNF479	0.9160138
COL3A1	0.9159755
NOTCH1	0.9159653
MUC16	0.9159508
CTNND2	0.91592383
BRIP1	0.9158758
TSHZ3	0.91586703
CDH10	0.9158453
FLT4	0.9158331
CSMD3	0.915786
RTN1	0.9157789
PYGL	0.91577005
LRRTM1	0.9157686
MB21D2	0.9157535
ZNF780B	0.91572654
ATP11B	0.91572154
NDC1	0.9157172
SKOR1	0.91570383
SLC4A3	0.9156886
SOS1	0.9156756
KDM5C	0.9156636
TULP1	0.91565955
GPR158	0.91561174
KMT2D	0.9155736
DPM1	0.9155246
CSMD3	0.91546607
LRP1B	0.915462
CEBPE	0.915458
TAFA1	0.9154557
GRIK4	0.91540587
GRM1	0.91538125
CSMD3	0.9153185
AMER1	0.91530985
CTNND2	0.915281
CSMD3	0.915256
AIFM1	0.9152485
ALK	0.9152207
FAT3	0.91520745
LEF1	0.91518456
ANK1	0.9151548
ALK	0.91513526
IQCJ	0.91508085
PAX5	0.9150805
NAV3	0.91507953
EVI5	0.9150603
SOS1	0.91498137
CPXM1	0.9149231
EDIL3	0.91490686
SOS1	0.91490567
TMEM131	0.91489166
CCDC34	0.9148771
CTNND2	0.9148557
DHX37	0.91479856
TEC	0.9147803
DCAF12L2	0.9147639
PKHD1L1	0.9147635
B3GAT2	0.9147476
CRX	0.91470295
PKHD1L1	0.9146098
HIPK2	0.914604
MYH7	0.91458434
MYO1C	0.91452813
MYO1C	0.9144887
CRTC3	0.91448647
FAT4	0.91447467
DNAH10	0.91443485
CSMD3	0.91439384
PKHD1L1	0.9143889
POT1	0.9143372
MRE11	0.9142999
BAX	0.91418827
CHD2	0.91417545
COL4A1	0.9141564
GATA3	0.9141378
HCAR3	0.9140765
STRN	0.9140746
LRP2	0.9140392
BRIP1	0.91402763
TEC	0.9139874
CSMD3	0.9139585
PTPRB	0.91392803
CYLD	0.9139233
NCAPD3	0.91392034
IL7R	0.91391915
BIN2	0.913898
BRIP1	0.9138896
CSMD3	0.913869
TSHR	0.9138547
DNAH3	0.9138522
ZEB1	0.9138482
KLC1	0.91381484
VWC2	0.9138098
ZNF521	0.9137827
KMT2C	0.9137418
PMS1	0.91372466
NLRP3	0.9137091
RTTN	0.913679
ATR	0.9136574
DCAF12L1	0.9136544
SORCS1	0.91365343
MB21D2	0.9136412
CDH10	0.9135656
SLCO1B3	0.9135594
MTMR4	0.9135586
ANK1	0.9135349
CSMD3	0.91353035
MN1	0.9134917
NPAP1	0.9134786
DLG2	0.9134321
MCCC1	0.91343135
STOML3	0.9134264
SIX3	0.91338235
SLC7A14	0.91333956
SCN1A	0.91333175
PEX2	0.9133276
CLDN2	0.91331244
GRIN2A	0.9132572
SLITRK3	0.9132395
KMT2C	0.91323847
TNC	0.9132359
MDC1	0.9132131
MGAT1	0.9131714
HNRNPA2B1	0.91313714
COL5A2	0.9131313
ATP2C2	0.9130819
INPP5J	0.91306967
CACNA2D1	0.9130674
ZEB1	0.91305447
AGBL1	0.91305053
THOC2	0.91301775
NXPH2	0.9129519
ROCK2	0.91291684
KMT2D	0.9128894
GALNT1	0.9128186
PCDHA5	0.9128183
POLR3A	0.9128117
SCN2A	0.91278726
SOHLH1	0.9127684
ARHGEF3	0.91274786
PRKD3	0.9127276
RNF139	0.91272527
GALNT8	0.9127179
SALL1	0.912707
MPDZ	0.9126534
AR	0.912599
FIG4	0.9125816
EVC2	0.9125783
KIF14	0.9125765
LATS1	0.9125659
IRF4	0.9125616
ZEB1	0.91256136
DYNC1LI1	0.91255283
EPRS1	0.9124605
HEATR5B	0.9124599
LRP1B	0.91244024
ARHGEF25	0.91243464
COL2A1	0.91242677
AASS	0.9124215
PTPRB	0.912411
ASIC3	0.9123608
PLPP4	0.9123372
LRP1B	0.912327
HOMEZ	0.9123236
ZEB1	0.91228235
FAT1	0.91227055
NR1H4	0.91223437
MED16	0.91220284
CSMD3	0.9122003
ABCA2	0.9121828
SOX17	0.9121584
SPANXN3	0.91215336
RBM10	0.91215336
RXFP1	0.9121049
EHMT1	0.91206443
SLC35B1	0.912063
CSMD3	0.9120362
BRSK1	0.9120167
FAT1	0.9119776
EIF3K	0.9119754
FAM91A1	0.9119532
PTGFR	0.9119431
MB21D2	0.91191673
TK2	0.91190535
SCN2A	0.91186976
GMPS	0.9118692
LDB3	0.91184497
FBXO30	0.9118377
TRRAP	0.9118326
FAT3	0.9118291
RAPH1	0.91182834
PCSK1	0.91181976
DLGAP3	0.9117694
ZMAT4	0.9117603
CSMD3	0.91175497
LRP1B	0.91171396
GCN1	0.9116873
SCAF1	0.91168344
KIF5B	0.91168237
CYLD	0.9116593
KCNJ6	0.91165304
ANK1	0.91162515
KLHL1	0.91155136
PCLO	0.91155046
SCN11A	0.9115415
MON2	0.91153616
EXT1	0.911533
KMT2C	0.91152894
TRIM33	0.91152096
CTNND2	0.9115203
DCHS1	0.91150916
HEATR4	0.91149783
CSMD3	0.9114753
MUC16	0.91146624
KCNS2	0.91144127
ASPM	0.9114363
TEX47	0.9113909
ZNF519	0.91138875
PLPPR4	0.9113882
FAT3	0.911379
TMEM248	0.9113644
MTMR2	0.9113522
PKHD1L1	0.91134095
ATP8A2	0.9113341
FOXP1	0.9113085
PMS1	0.9113036
COL1A1	0.91128016
NTRK3	0.9112527
ADGRL2	0.91124886
CSMD3	0.9112278
ZEB1	0.9111517
CNTNAP2	0.9111487
FAT1	0.9111216
RCBTB2	0.9110651
FSTL5	0.9110502
ADGRB3	0.9110455
IL13RA2	0.9110172
GAL3ST3	0.9110171
LRP1B	0.91101706
MAGEE2	0.9110095
ALK	0.91099477
FBLN2	0.9109662
TNR	0.91095173
ACTN2	0.91095006
ATP2B3	0.9109334
RSF1	0.91090953
CSMD3	0.9108902
GPHN	0.91078705
LINGO2	0.91078275
PRB2	0.91077626
CSMD3	0.91075623
BTK	0.91072077
LRP1B	0.91065794
MPP2	0.9106558
ANKHD1-EIF4EBP3	0.91061413
RELA	0.9105842
SETD2	0.91055787
FOXA1	0.91055447
TPI1	0.9105393
KCNA1	0.9105179
MS4A5	0.910493
PTPRD	0.91041315
MB21D2	0.9103821
KMT2A	0.91037875
ZNF681	0.91036886
CTNND2	0.91033494
TBL1XR1	0.9102767
PRPF8	0.91027194
CDH10	0.9102603
MYH11	0.91022116
FAT3	0.9102109
LRP1B	0.9101716
MUC16	0.91010845
POP4	0.9100939
SEC23A	0.9100756
OR4A5	0.9100755
ZNF428	0.910043
TMEM94	0.91004133
CNTNAP2	0.91003674
AFF2	0.9100345
KRTAP9-2	0.91003406
KCNQ2	0.90999734
ADGRB3	0.9099963
KDM5B	0.9099345
FAT1	0.9099282
KLK8	0.9099219
NEB	0.9099162
PKP2	0.9098876
PRPF4	0.90986156
GRM5	0.9098528
GPC5	0.90982574
CSMD3	0.90977824
SOS1	0.9097468
ZEB1	0.90972495
TRPC4	0.9096942
FAT1	0.90968823
MECOM	0.9096157
AADACL3	0.90960896
UNC13C	0.9095708
NUP98	0.90956545
FLT4	0.9095418
POLR3C	0.9095403
CSMD3	0.9095279
DGCR8	0.9095148
MUC16	0.90950096
XPO1	0.9094884
SLC45A3	0.9094847
SLC4A7	0.9094643
PCDH11X	0.9094327
RAB6D	0.90942675
CNTN5	0.9093896
FGL2	0.9093801
FAM135B	0.90932477
INPP1	0.90931153
SLC37A3	0.9092922
FAT3	0.90925527
ACSL6	0.90922344
MUC16	0.9092141
KCNH7	0.9092125
BIRC3	0.9091976
PLPPR4	0.90919226
GALNT1	0.9091909
GALNT1	0.9091563
FOXA1	0.9091534
CSMD3	0.909127
IGF1R	0.9091201
TRAF3	0.909116
COL2A1	0.9091054
KALRN	0.9090999
NOTCH3	0.9090774
ADAMTS18	0.9090637
MUC16	0.9090361
COL5A2	0.90900713
MYH11	0.9090026
HSP90AA1	0.9089967
ASPM	0.90899503
CSMD3	0.90898347
CDH7	0.90895635
PTPRZ1	0.908952
GRIN2A	0.90895
NUP98	0.90891725
PLEC	0.90889716
AXIN2	0.9088788
KDR	0.90884143
SEC23A	0.9088172
ZNF16	0.90878826
NSUN6	0.9087765
LEPR	0.90876615
CSF3R	0.90875465
ROBO2	0.9087255
MSN	0.9086916
CNTNAP2	0.9086739
ZFHX4	0.9086726
LRP1B	0.9086571
LONP1	0.9086187
ZEB1	0.9086183
NOTCH1	0.9085767
TNC	0.90856695
NLGN3	0.9085442
FAT3	0.9085425
PNLIPRP1	0.90853894
MTOR	0.90849584
GLRB	0.90849096
HDC	0.90848696
TSHZ3	0.90848
KMT2D	0.90847874
ITGA3	0.90844125
NXPH1	0.9084385
HIP1	0.9083844
H3C3	0.90836865
MUC6	0.9083461
ALK	0.90832245
CTNND2	0.90829885
ZSCAN20	0.9082677
GART	0.90821254
ZBTB18	0.9082006
KRT5	0.9081981
BRIP1	0.9081688
EPHA3	0.90814006
FBN2	0.9081168
PLCL1	0.9081162
CACNA1D	0.90810037
TEC	0.9080818
CHRNA3	0.90806365
GRIN2A	0.90805674
CRNKL1	0.9080553
CRB1	0.90799177
ALK	0.9079721
SLC8A1	0.9078754
MAGEB1	0.90785706
OPHN1	0.90785706
SFRP1	0.90785706
CNTNAP2	0.9078566
IL16	0.9078526
LRP1B	0.9078284
BCL11B	0.90781325
RYR3	0.907738
PLXNA2	0.9077378
SCN2A	0.90773255
GJA5	0.9077235
RBM8A	0.9077049
PTH1R	0.90768766
MYO5B	0.90765774
GALNT17	0.90761036
LRP1B	0.90760106
CHRM3	0.9075998
CASS4	0.90757674
RAPGEF1	0.90757465
FAT1	0.9075588
AHNAK2	0.9075472
PURG	0.9075377
RPL5	0.9075209
EYA4	0.90749085
IL16	0.9074812
ALK	0.90746033
ANTXR2	0.907457
RASL12	0.9074444
OR4D10	0.90744185
GNAS	0.90743595
NRG1	0.9074272
ESR1	0.9074267
ZFHX3	0.9073714
PCDHB14	0.90736306
PTPRT	0.90736115
MEF2D	0.9073608
BRIP1	0.9073352
RHOA	0.90732837
OTOGL	0.90732574
ATL3	0.9073239
MSRB3	0.9073043
MUC16	0.90727925
POTEE	0.9072389
CYP26B1	0.90723544
SOS1	0.9072352
CSMD3	0.90720034
ELOVL4	0.90715563
LRIG3	0.9071177
CSMD3	0.9071051
SLC15A3	0.90710485
CPEB1	0.9070899
CYP11A1	0.90708333
NXF3	0.9070796
RIMKLB	0.90707415
SOS1	0.9070592
KIT	0.90704167
ANK1	0.9070082
ADGRG4	0.906999
MRE11	0.90694
ERCC2	0.9069335
GABRG3	0.90692127
NTRK2	0.90691054
GPR37	0.90691
ATP7A	0.90685195
TNC	0.9067789
GRB14	0.906747
HOXA6	0.9067088
LEF1	0.9066623
EPHA7	0.9065853
ATN1	0.90656686
CATSPERE	0.90656537
ZEB1	0.9065649
COL2A1	0.9065325
GRM1	0.90649664
ZNF521	0.90645856
ACTA2	0.90645444
MUC16	0.9064132
KCNA1	0.90636617
EPB41L2	0.90635324
MUC16	0.90630573
ANK1	0.90627474
GUCY1A2	0.9062584
NALCN	0.90619
CNBP	0.9061495
ALK	0.90612954
CXORF66	0.90612745
KRT6C	0.90610194
TTN	0.9061005
TFEB	0.9060597
BTAF1	0.9060506
FSHR	0.9060395
NKX2-1	0.9060152
FMO3	0.90601087
AFF3	0.9059899
RNF165	0.9059889
TBX5	0.90597683
KMT2C	0.90597624
PAK1IP1	0.905973
CDH11	0.9059621
ADORA3	0.90595853
DHX37	0.90595585
KRT36	0.9059363
FTO	0.9059206
NALCN	0.90591973
FRYL	0.9059082
TFRC	0.9058833
KCNB1	0.9058469
CSMD3	0.90577525
CTNND2	0.90576535
TLX3	0.90575546
FAM135B	0.9056771
ANO10	0.9056583
ASPM	0.9056554
BCL2	0.9056474
TNNI3K	0.90562433
TNC	0.90559596
PRDM16	0.90557355
ARHGAP5	0.9055042
SYT1	0.9055018
CSMD3	0.90546477
ZNF445	0.9054559
NUP205	0.9054309
MBD1	0.90542066
ZNF479	0.90541655
ATP8A1	0.9053976
MUC16	0.90533495
STAT3	0.9052814
NR2F1	0.9052539
DLAT	0.9052501
RXFP1	0.90524787
NR5A2	0.90519834
INSL5	0.9051977
ACP3	0.90517163
TRAF3IP1	0.90516603
LEF1	0.90515375
PRDM1	0.90515167
CSMD3	0.9051332
ONECUT2	0.90512836
ASTN2	0.90510726
ADAMTS18	0.9051041
ARHGAP36	0.9050121
CTNND2	0.90494156
MUC16	0.90492123
MB21D2	0.9049156
PTPRT	0.9049125
HNRNPA2B1	0.90489495
ENOX1	0.9048901
CTNND2	0.9048495
RTL3	0.90484834
ANKRD30A	0.9048262
JAK3	0.904816
NEB	0.9048068
MB21D2	0.9047899
COL5A2	0.9047723
SESTD1	0.90476626
FBN1	0.9046981
SETD2	0.90466183
FAT3	0.90465164
TJP1	0.9046489
PHIP	0.9046468
CACNA1D	0.9046443
EMSY	0.90464234
BUB1B	0.9045795
AMPD3	0.9045558
ALS2CL	0.90452874
ESRRG	0.9045136
ZNF335	0.90449613
FAT3	0.9044387
SLC35B1	0.904435
RSPO2	0.9044137
FKBP6	0.9043839
SULF2	0.9043445
SETBP1	0.90432656
ASPM	0.9043203
SCN2A	0.9042586
TBL1XR1	0.90424967
AIFM1	0.90423715
BAZ1A	0.9042223
FLNA	0.90421563
PEAR1	0.90416807
RAB6C	0.9041679
SOS1	0.90412605
MYO10	0.904084
ADAMTS12	0.90407914
SLC17A6	0.9040717
HUWE1	0.9040537
FANCA	0.90403914
CREBBP	0.9040275
ZEB1	0.9040141
MYH2	0.90400493
RIMS2	0.90397185
TDP1	0.9039419
UNC45B	0.9038997
MECOM	0.9038887
ANK1	0.9038278
ABCA1	0.9037908
ANK1	0.90375334
POLG	0.9037214
WDFY3	0.90370923
ACTN2	0.90370697
MTOR	0.9037049
LRP1B	0.9036679
MMP16	0.90362465
A1CF	0.9036167
ZC3H12B	0.9035954
UBIAD1	0.90358263
HHIPL2	0.9035732
LIFR	0.90354395
ACKR1	0.9035095
MAP7D2	0.90344894
ARHGAP35	0.90343153
BUB1B	0.9033884
CTNNB1	0.9033813
FAT1	0.903336
CNTNAP2	0.9033307
RIMS4	0.9033159
SYNE1	0.903313
ZMYM1	0.90330005
OSR1	0.9032994
COL4A5	0.90325665
SPANXN3	0.90322787
EPHA3	0.9032204
SNTB1	0.90322
ANK1	0.9032022
VPS45	0.9031568
SRGAP3	0.90313387
COL5A2	0.9030879
GALNT13	0.9030627
KIAA1755	0.90305644
EIF3E	0.90302044
CNTNAP2	0.9030185
TEC	0.9029976
EFNB2	0.90294784
TNC	0.90291005
RBM10	0.9028931
NBEA	0.9028866
TEC	0.9028686
INO80D	0.9028671
SLC6A15	0.9028082
A1CF	0.90280473
TPTE2	0.9027879
FRYL	0.90277416
KCNS2	0.9027622
UBQLN1	0.9027531
SMAD2	0.9027208
FAM171A1	0.90271556
FAT1	0.9026934
BTBD10	0.90268636
OPN5	0.90268433
KIF5B	0.9026709
HOXA9	0.90266395
FBXL3	0.90263987
BUB1B	0.90262425
CUL3	0.90261173
HEATR5B	0.9026102
SLC8A3	0.9025973
TKTL2	0.90254986
RUNX1T1	0.90254486
ATP2B3	0.9025222
FLRT2	0.9024602
FAM47C	0.9024361
FCGR3A	0.90243
PLRG1	0.902429
FLNA	0.9024125
CDH10	0.9023989
NDST3	0.9023934
B4GALNT4	0.90238446
CTNND2	0.90236735
OR10G4	0.902278
FAM47C	0.9022542
NAA80	0.9022534
H2BW1	0.9022386
CHEK2	0.90223664
FAT4	0.9022155
PCDHGA5	0.9022033
HDAC9	0.9021804
GABRG3	0.90217376
TRPM5	0.9021259
MMP2	0.9020591
SETBP1	0.902056
ROBO2	0.9020393
TAFA5	0.9020237
CSMD3	0.9020035
MRAP2	0.90199023
GABRA5	0.9019894
PHF12	0.90195876
FAM78B	0.9019456
NLRP7	0.90190804
GRM1	0.9018968
TEC	0.9018809
BRIP1	0.90182805
MLLT3	0.9018204
WDR35	0.9018042
UTP25	0.9017851
PCYOX1	0.90176785
FAT1	0.90176725
ARHGAP5	0.90174866
MYH7	0.9017366
NFYC	0.9017334
ADAMTS12	0.901726
PSEN2	0.9016476
CSMD3	0.9016256
DDX27	0.9016225
SCN2A	0.90160847
LILRB1	0.9015944
EML5	0.90158767
HGF	0.9015828
SLC24A1	0.9015771
ACSM5	0.9015692
TAZ	0.90154415
LRP1B	0.9015199
RBM46	0.90148306
CIB4	0.90143985
SGK1	0.9013618
SLC6A1	0.90135944
MUC16	0.9013411
SMG1	0.9013385
GRM8	0.9013191
FOXO1	0.90129995
FAT3	0.9012807
ASAP1	0.9012674
PKHD1	0.90123177
PTPRK	0.9012176
SMG9	0.9011951
CSMD3	0.9011949
TNC	0.90118986
ADAMTS1	0.9011839
FH	0.9011504
POU6F2	0.90107906
MAP3K5	0.90100646
MARK1	0.9009775
BPNT2	0.900955
OCRL	0.9009156
CRTC3	0.90090346
EPHB6	0.9008745
PCDHA1	0.9008627
MECOM	0.9008062
SYT4	0.9007602
ACY3	0.900744
BUB1B	0.9007104
BMP7	0.90066075
FOXN4	0.9006364
AGBL5	0.90062934
ABCA5	0.9006293
AMER1	0.9006068
TSSK1B	0.9005951
ERBB4	0.90054286
GALC	0.9005043
ZNF559	0.90048814
SNX14	0.9004819
CNTNAP2	0.9004756
IKZF1	0.90040946
COL25A1	0.9003222
ERCC6	0.900279
RFX6	0.900246
NLRP11	0.90023947
CFAP54	0.9002283
HIP1	0.9001824
MAP2K1	0.90016174
KMT2A	0.90014917
MDN1	0.90009695
SORCS3	0.9000695
ZEB1	0.90004593
FAT3	0.9000375
DCTN1	0.9000312
EPHA7	0.9000008
CHSY3	0.8999965
CNTNAP5	0.8999717
BCL11A	0.8999574
CCDC178	0.89994884
COL3A1	0.89993083
PI4KB	0.8999264
CSMD3	0.8998848
CNTNAP5	0.8998565
MPHOSPH6	0.8998558
TSHZ3	0.8998544
CDH9	0.8998492
ACVR2A	0.8998438
ZSCAN21	0.899843
ACTRT2	0.8998363
HCRTR2	0.8997773
CBL	0.89976025
SOX11	0.89973736
ALMS1	0.8996981
FZD10	0.8996595
SCAMP2	0.89963603
C12ORF66	0.8996311
BTK	0.8996058
KCNIP1	0.8995946
ASPM	0.89952326
GYPB	0.89948976
RSPO2	0.8994781
OAT	0.8994315
CSMD3	0.89941907
KRT33B	0.899403
MEGF10	0.89939356
AMER1	0.89936256
CDH10	0.89934206
ZEB1	0.89933723
