Gene	Mutations	Coverage	p-value	q-value	Rank
SUSD5	5	3730	0.040753112	0.075631896	8807
TYRP1	4	3595	0.040754052	0.075631896	8808
EID3	4	4686	0.040772535	0.075639140	8809
SYNPO2L	4	3855	0.040778707	0.075639140	8810
SLC30A1	5	4948	0.040782359	0.075639140	8811
ELP1	5	3304	0.040787134	0.075639140	8812
GLUL	4	4757	0.040798171	0.075639140	8813
ZNF250	5	4308	0.040812391	0.075639140	8814
DRAXIN	5	4902	0.040816503	0.075639140	8815
USP49	4	4317	0.040819388	0.075639140	8816
TRBV20-1	5	3591	0.040822429	0.075639140	8817
TMEM156	4	3893	0.040831137	0.075639140	8818
ZNF774	5	4362	0.040832265	0.075639140	8819
TACC1	5	3210	0.040835360	0.075639140	8820
TUBGCP5	5	4751	0.040836779	0.075639140	8821
LHFPL3	5	3962	0.040837525	0.075639140	8822
SUSD3	4	4092	0.040847329	0.075639140	8823
TMCO2	5	4252	0.040852484	0.075639140	8824
DEFA4	5	4823	0.040856007	0.075639140	8825
MCM7	4	3435	0.040857613	0.075639140	8826
KRTAP1-5	5	4836	0.040862297	0.075639140	8827
EPS8	4	3442	0.040864010	0.075639140	8828
SLC2A5	4	3390	0.040870614	0.075639140	8829
MORN1	5	4455	0.040879249	0.075639140	8830
CA4	5	4612	0.040881156	0.075639140	8831
CES3	5	3124	0.040883345	0.075639140	8832
BAP1	5	4368	0.040885436	0.075639140	8833
GPR52	5	3266	0.040889504	0.075639140	8834
ABCA3	4	4553	0.040890861	0.075639140	8835
LCMT2	5	3259	0.040892961	0.075639140	8836
CDK6	5	4906	0.040898834	0.075639140	8837
PRR19	5	3270	0.040903943	0.075639140	8838
KRT85	4	4959	0.040907341	0.075639140	8839
BCL2	4	4390	0.040910556	0.075639140	8840
OR52D1	5	3063	0.040910659	0.075639140	8841
SRSF2	4	3545	0.040921487	0.075650603	8842
RASAL1	5	3588	0.040939970	0.075670565	8843
CASP3	4	3711	0.040957614	0.075670565	8844
MAEA	4	3755	0.040959988	0.075670565	8845
WWOX	5	3339	0.040960169	0.075670565	8846
PACSIN1	5	3293	0.040960905	0.075670565	8847
AIFM3	5	4624	0.040969447	0.075670565	8848
ZNF554	5	3418	0.040969645	0.075670565	8849
LCE1D	5	4033	0.040970163	0.075670565	8850
ZNF76	5	4116	0.040975044	0.075670565	8851
NR2F1	5	3298	0.040983058	0.075670565	8852
GADD45B	5	4967	0.040983207	0.075670565	8853
GNB5	4	3329	0.040989977	0.075673522	8854
DUSP12	4	4831	0.040997881	0.075673522	8855
TMEM59L	5	4644	0.041012460	0.075673522	8856
PPP3R1	4	3615	0.041013598	0.075673522	8857
DUSP26	5	3162	0.041021389	0.075673522	8858
SRPRA	4	3585	0.041024114	0.075673522	8859
SPHK2	4	3371	0.041025791	0.075673522	8860
WBP11	5	4066	0.041028181	0.075673522	8861
EPS8L1	4	3178	0.041032284	0.075673522	8862
SLC30A6	5	4219	0.041035568	0.075673522	8863
AXL	5	4921	0.041041997	0.075673522	8864
APBB1	5	3252	0.041042210	0.075673522	8865
TRAPPC13	3	3236	0.041044993	0.075673522	8866
NR1H3	5	3366	0.041050544	0.075675221	8867
GNG13	4	3949	0.041071617	0.075702254	8868
HSD17B2	5	3420	0.041074470	0.075702254	8869
ATG4D	5	4902	0.041082755	0.075705729	8870
HNRNPH1	5	4090	0.041085619	0.075705729	8871
NBPF1	5	3111	0.041093274	0.075708901	8872
ESYT3	5	3443	0.041099565	0.075708901	8873
IFT52	5	4714	0.041101235	0.075708901	8874
CD2BP2	4	4545	0.041107236	0.075711424	8875
SUPT20H	5	4419	0.041127302	0.075713914	8876
IFNA5	4	4184	0.041128181	0.075713914	8877
S100PBP	4	4525	0.041134146	0.075713914	8878
ARNT	4	3215	0.041135964	0.075713914	8879
SLC13A1	5	3755	0.041136230	0.075713914	8880
TAF5	5	3537	0.041136380	0.075713914	8881
FGGY	4	4821	0.041142506	0.075716664	8882
NPL	4	4727	0.041153926	0.075726922	8883
HAT1	5	4329	0.041157346	0.075726922	8884
ARMH3	4	3777	0.041175697	0.075752160	8885
ACKR4	5	3931	0.041191879	0.075773403	8886
KRTAP4-4	5	4932	0.041197887	0.075775927	8887
OSR1	5	4170	0.041224572	0.075808409	8888
OR7A17	5	3617	0.041227025	0.075808409	8889
ELAC2	4	4959	0.041231082	0.075808409	8890
MOB4	5	4546	0.041234098	0.075808409	8891
ASCL3	5	4098	0.041240961	0.075812499	8892
GNAZ	4	4086	0.041248454	0.075817748	8893
ZNF417	4	3703	0.041261859	0.075833859	8894
PIBF1	5	3880	0.041279339	0.075857456	8895
GPAA1	4	3072	0.041286621	0.075857926	8896
PIRT	4	4927	0.041288876	0.075857926	8897
OCEL1	4	3832	0.041301704	0.075869832	8898
GPR20	4	4154	0.041304639	0.075869832	8899
ARFIP2	4	4461	0.041309834	0.075870848	8900
FNBP1	5	3006	0.041332173	0.075880109	8901
REEP3	5	4873	0.041339073	0.075880109	8902
ATP6V1B2	4	4155	0.041340544	0.075880109	8903
CD200	4	3377	0.041342163	0.075880109	8904
EIF6	4	3266	0.041348812	0.075880109	8905
LHX3	5	4695	0.041350274	0.075880109	8906
CAPZA3	5	3322	0.041360720	0.075880109	8907
CD300E	5	3479	0.041362380	0.075880109	8908
GTF2F1	4	3073	0.041363796	0.075880109	8909
CALCOCO1	4	3761	0.041366429	0.075880109	8910
LAPTM5	5	4124	0.041374554	0.075880109	8911
EMX2	4	4350	0.041375215	0.075880109	8912
CCDC43	4	4420	0.041375224	0.075880109	8913
ETV6	5	4471	0.041384204	0.075884300	8914
TEK	6	4443	0.041386794	0.075884300	8915
FAM209B	5	4612	0.041393250	0.075884715	8916
NUDT12	5	4010	0.041396613	0.075884715	8917
RASL10B	4	4743	0.041409041	0.075884715	8918
STARD7	5	3078	0.041411607	0.075884715	8919
ZNF697	5	4213	0.041416190	0.075884715	8920
GUCY2D	5	3938	0.041419347	0.075884715	8921
ICE2	4	3351	0.041422899	0.075884715	8922
COG6	4	4716	0.041424721	0.075884715	8923
PRPF19	4	4140	0.041428802	0.075884715	8924
BAD	4	3809	0.041437276	0.075889561	8925
NMT2	4	3460	0.041440733	0.075889561	8926
CCND1	5	4789	0.041450262	0.075892829	8927
SEC14L1	5	4968	0.041460074	0.075892829	8928
SP3	4	3861	0.041465216	0.075892829	8929
RIOX2	4	4058	0.041465500	0.075892829	8930
EFHC2	4	4644	0.041465937	0.075892829	8931
ZNF789	4	3077	0.041474009	0.075892829	8932
EFCAB1	4	3020	0.041481252	0.075892829	8933
CORO1B	5	3277	0.041481279	0.075892829	8934
RBM26	5	3071	0.041484303	0.075892829	8935
H2AP	5	4978	0.041494324	0.075902666	8936
PPP1CB	4	4567	0.041505784	0.075907730	8937
RALGDS	4	4345	0.041506380	0.075907730	8938
TRAF3IP2	5	4490	0.041526286	0.075935638	8939
PYGO2	5	3836	0.041543528	0.075958670	8940
EFNB2	4	4277	0.041550648	0.075963191	8941
SPANXD	4	3125	0.041558175	0.075964436	8942
HAND1	4	4839	0.041567430	0.075964436	8943
ONECUT2	5	3178	0.041569295	0.075964436	8944
KRT23	5	4390	0.041569918	0.075964436	8945
ARNTL2	6	3136	0.041576912	0.075968725	8946
AQP12A	4	4831	0.041586232	0.075977260	8947
OR1J1	4	3196	0.041605948	0.076003365	8948
TM6SF1	5	4409	0.041611410	0.076003365	8949
HTR4	5	4586	0.041614469	0.076003365	8950
RHNO1	4	4321	0.041623127	0.076010684	8951
HECTD2	5	3034	0.041636399	0.076011601	8952
SNX24	4	3520	0.041642018	0.076011601	8953
PSIP1	5	4268	0.041648697	0.076011601	8954
ENDOD1	5	4810	0.041650056	0.076011601	8955
SIK3	5	3475	0.041658637	0.076011601	8956
CNKSR3	4	3861	0.041663614	0.076011601	8957
HOXD9	5	4203	0.041665719	0.076011601	8958
IGKV6-21	5	3617	0.041665831	0.076011601	8959
RECQL4	5	4775	0.041668410	0.076011601	8960
RUNX3	5	4164	0.041670131	0.076011601	8961
HDGF	4	4331	0.041677269	0.076016139	8962
ZFP36	5	4451	0.041683234	0.076018536	8963
RNF19B	4	4212	0.041696914	0.076035001	8964
YME1L1	4	3916	0.041704410	0.076040189	8965
ABCD4	5	3147	0.041718266	0.076056969	8966
PMEL	4	4433	0.041723423	0.076057886	8967
SCP2D1	5	3252	0.041739309	0.076064218	8968
IL3	5	3075	0.041740669	0.076064218	8969
TPRG1	4	4167	0.041741511	0.076064218	8970
COCH	5	3366	0.041745510	0.076064218	8971
RCN3	5	4873	0.041754453	0.076066102	8972
AVPR2	5	3059	0.041755850	0.076066102	8973
LRRC40	4	4209	0.041767761	0.076079320	8974
LGALS4	4	3790	0.041779601	0.076086215	8975
GABRR2	5	3225	0.041780856	0.076086215	8976
NAF1	4	4458	0.041794112	0.076101878	8977
CASQ2	5	4892	0.041812285	0.076121654	8978
ITPRIPL1	5	4952	0.041816073	0.076121654	8979
MTMR9	4	3367	0.041819535	0.076121654	8980
CLEC10A	4	4913	0.041824157	0.076121654	8981
RTRAF	5	3395	0.041828258	0.076121654	8982
PHACTR4	4	3154	0.041842612	0.076139300	8983
ADAM32	4	3100	0.041851930	0.076146668	8984
TNNI3	5	3026	0.041855978	0.076146668	8985
UBXN4	5	4342	0.041865651	0.076152878	8986
PRKAG2	4	3799	0.041868709	0.076152878	8987
APOH	4	3523	0.041873511	0.076153139	8988
PHF6	4	4051	0.041888317	0.076171590	8989
CCDC60	4	4686	0.041902848	0.076189539	8990
NOP14	5	3184	0.041912030	0.076197758	8991
MAB21L4	4	3323	0.041927145	0.076216760	8992
UBN1	5	3577	0.041959832	0.076267698	8993
HOXC10	4	4537	0.041967926	0.076273930	8994
ZHX3	4	3172	0.041974555	0.076277496	8995
OR10H1	4	3257	0.041983468	0.076285212	8996
ABCF1	5	3698	0.041993201	0.076294416	8997
IMPA2	4	4972	0.042002001	0.076301843	8998
KCTD7	5	3145	0.042012955	0.076301843	8999
YY1AP1	5	4872	0.042014155	0.076301843	9000
KRTAP22-1	3	3258	0.042015960	0.076301843	9001
FCGR3A	5	3362	0.042027022	0.076305511	9002
TRAM2	4	4235	0.042027316	0.076305511	9003
COQ9	4	3610	0.042033871	0.076308670	9004
FSD2	5	3845	0.042038393	0.076308670	9005
GRHL2	4	3896	0.042047183	0.076316151	9006
CHRFAM7A	4	4844	0.042070472	0.076345194	9007
ACTR5	4	4379	0.042072526	0.076345194	9008
GGTLC1	5	4454	0.042082128	0.076354143	9009
PRB1	4	3729	0.042102005	0.076367838	9010
NPM1	5	4231	0.042102072	0.076367838	9011
PPT2	5	4310	0.042104558	0.076367838	9012
KIFC2	4	3421	0.042108364	0.076367838	9013
ELOVL3	4	4221	0.042124657	0.076376224	9014
PRB2	4	3182	0.042127618	0.076376224	9015
JPH4	5	4380	0.042129723	0.076376224	9016
FBXO33	4	3935	0.042131678	0.076376224	9017
ACSL4	5	3089	0.042143112	0.076388480	9018
VAV2	5	3489	0.042149759	0.076392057	9019
RBMS2	4	3646	0.042174394	0.076417084	9020
VPS33B	4	3657	0.042179955	0.076417084	9021
GLE1	5	4657	0.042182205	0.076417084	9022
CTDSP1	4	3218	0.042184714	0.076417084	9023
INO80B	5	3170	0.042201294	0.076417084	9024
RBM24	4	3955	0.042217592	0.076417084	9025
ARRDC3	4	3441	0.042218495	0.076417084	9026
UPF2	5	4433	0.042228097	0.076417084	9027
MYOZ3	4	4124	0.042229630	0.076417084	9028
MACROD2	5	3929	0.042232328	0.076417084	9029
LAP3	4	3665	0.042237293	0.076417084	9030
ARL4A	5	4378	0.042237544	0.076417084	9031
TNNI2	4	4212	0.042243342	0.076417084	9032
SOX13	5	3363	0.042244019	0.076417084	9033
ZNF324B	5	4217	0.042245979	0.076417084	9034
LGMN	5	4466	0.042246048	0.076417084	9035
PCBP1	4	3636	0.042246691	0.076417084	9036
ALDH1L2	5	3335	0.042250899	0.076417084	9037
RPL5	5	4505	0.042259037	0.076417084	9038
POTED	5	3243	0.042261448	0.076417084	9039
IFNA17	4	3970	0.042261742	0.076417084	9040
AGTR2	5	4553	0.042270160	0.076421552	9041
CLEC12B	4	4990	0.042274351	0.076421552	9042
GTF3C5	4	4007	0.042280682	0.076421552	9043
ZNF587	4	3862	0.042285248	0.076421552	9044
ACOXL	5	4878	0.042287589	0.076421552	9045
ZNF704	5	4488	0.042298334	0.076426644	9046
CXXC1	5	4159	0.042302581	0.076426644	9047
PRC1	5	4554	0.042305313	0.076426644	9048
TRAF6	4	4680	0.042310475	0.076426644	9049
CNN1	5	4077	0.042313785	0.076426644	9050
PPP2R5D	5	4813	0.042334102	0.076452214	9051
UBQLN4	4	3798	0.042337296	0.076452214	9052
ITLN1	5	3265	0.042351819	0.076469991	9053
EFL1	5	3938	0.042357897	0.076472518	9054
ZNF165	5	3244	0.042369624	0.076485243	9055
PUM3	5	3480	0.042375265	0.076486980	9056
LRRC2	5	4810	0.042383864	0.076494052	9057
SLC39A1	5	3844	0.042398427	0.076501212	9058
PCYOX1	4	3223	0.042400506	0.076501212	9059
GBA2	4	4531	0.042401871	0.076501212	9060
EREG	4	3891	0.042425553	0.076525520	9061
PDK3	4	4102	0.042428699	0.076525520	9062
LHFPL6	5	3889	0.042434446	0.076525520	9063
TACR1	4	4205	0.042438096	0.076525520	9064
RAB40AL	5	3521	0.042438752	0.076525520	9065
ZBTB38	5	3216	0.042447999	0.076533752	9066
SLC5A5	4	4370	0.042458986	0.076545118	9067
RARB	4	3235	0.042479282	0.076572326	9068
MACO1	5	3415	0.042483447	0.076572326	9069
MEDAG	5	4198	0.042494678	0.076573683	9070
CHIA	5	4871	0.042494922	0.076573683	9071
SLC24A1	5	3057	0.042498253	0.076573683	9072
CRTAC1	4	4249	0.042521975	0.076589659	9073
ARMCX6	4	4727	0.042523971	0.076589659	9074
LIPN	5	4766	0.042524618	0.076589659	9075
PBDC1	4	3857	0.042525862	0.076589659	9076
C11orf16	4	3269	0.042536084	0.076599629	9077
CNPY1	4	3877	0.042550648	0.076617414	9078
C10orf82	4	4042	0.042558596	0.076621079	9079
LCE1C	5	4460	0.042562058	0.076621079	9080
CCDC186	4	4215	0.042569498	0.076623009	9081
FAM53C	5	4158	0.042574853	0.076623009	9082
WDR27	5	4317	0.042577193	0.076623009	9083
THAP6	5	3784	0.042595506	0.076630001	9084
FDX2	4	3759	0.042598553	0.076630001	9085
DPM1	5	4814	0.042598596	0.076630001	9086
FOXE3	4	3424	0.042599830	0.076630001	9087
BTBD17	4	4362	0.042611032	0.076641717	9088
TFB2M	4	4986	0.042617336	0.076644623	9089
DLX3	5	4944	0.042624091	0.076648337	9090
ECHDC3	4	4398	0.042633858	0.076650527	9091
GSS	4	3225	0.042637922	0.076650527	9092
KATNA1	4	3397	0.042639376	0.076650527	9093
ZGPAT	4	3745	0.042652503	0.076656836	9094
PUM1	5	4224	0.042662813	0.076656836	9095
FOXR2	6	4041	0.042663495	0.076656836	9096
KIAA0930	4	3791	0.042667840	0.076656836	9097
TBC1D12	4	4177	0.042668934	0.076656836	9098
AKR1C3	4	3731	0.042674422	0.076656836	9099
HEXIM1	5	3600	0.042678426	0.076656836	9100
SYT8	5	3194	0.042680403	0.076656836	9101
HOXC11	5	3382	0.042687003	0.076660267	9102
PDP2	4	3531	0.042692619	0.076661061	9103
HOXD11	4	4622	0.042697105	0.076661061	9104
CNNM4	5	4048	0.042710220	0.076661061	9105
TMEM225	4	3638	0.042710865	0.076661061	9106
SHOC2	4	3293	0.042719204	0.076661061	9107
POU2AF1	4	4149	0.042730027	0.076661061	9108
GZMK	5	3128	0.042744285	0.076661061	9109
EGFL8	4	4279	0.042745307	0.076661061	9110
SARS1	5	3805	0.042746029	0.076661061	9111
CREB3L2	5	3799	0.042749545	0.076661061	9112
TRIM67	5	3130	0.042749678	0.076661061	9113
DHRS7C	4	4944	0.042752231	0.076661061	9114
BTNL3	5	4907	0.042752657	0.076661061	9115
MRPS9	4	3342	0.042753103	0.076661061	9116
INSM2	4	4306	0.042767912	0.076667313	9117
OXER1	4	4041	0.042770178	0.076667313	9118
DTX1	4	4255	0.042777230	0.076667313	9119
RRAGD	4	3581	0.042781500	0.076667313	9120
ZDHHC14	4	4434	0.042781838	0.076667313	9121
TMEM171	4	3153	0.042789252	0.076667313	9122
DENND4A	5	4909	0.042794631	0.076667313	9123
CAPN15	5	3399	0.042797468	0.076667313	9124
P2RX7	4	4223	0.042798803	0.076667313	9125
NELFB	4	3545	0.042806444	0.076669936	9126
PLK3	4	3343	0.042809648	0.076669936	9127
TOR1AIP1	4	4050	0.042820085	0.076676585	9128
NDUFS8	5	3213	0.042822742	0.076676585	9129
SNAP47	4	3609	0.042830080	0.076681324	9130
MUS81	4	3306	0.042838320	0.076687676	9131
HOXB8	4	3420	0.042843876	0.076689225	9132
ARHGAP1	4	3585	0.042860626	0.076706692	9133
RAB28	5	4702	0.042863020	0.076706692	9134
COX7A2L	5	3991	0.042875687	0.076720962	9135
APOA1	4	4018	0.042884239	0.076724668	9136
ZBED8	4	3689	0.042890118	0.076724668	9137
FERMT2	4	4565	0.042892462	0.076724668	9138
MMP11	5	4073	0.042900620	0.076724668	9139
SLC7A11	4	4203	0.042901227	0.076724668	9140
RASL11B	5	4020	0.042907186	0.076726930	9141
IGFL2	4	4529	0.042915390	0.076733181	9142
DGCR2	5	3051	0.042928991	0.076733181	9143
COBLL1	4	3012	0.042931016	0.076733181	9144
ZNF48	4	4782	0.042941985	0.076733181	9145
TAF8	4	4609	0.042943146	0.076733181	9146
ZNF404	5	3917	0.042943659	0.076733181	9147
COG3	5	4962	0.042947319	0.076733181	9148
LTB	5	4844	0.042948236	0.076733181	9149
ZNF280D	5	4437	0.042960408	0.076745036	9150
BDH1	4	4544	0.042964262	0.076745036	9151
FAM107B	4	3454	0.042980626	0.076765878	9152
RGL3	4	3115	0.042986392	0.076767788	9153
GBA	5	4371	0.043004296	0.076791373	9154
UNC5CL	4	3056	0.043013249	0.076798969	9155
ACTN4	4	4079	0.043020946	0.076804323	9156
LNPEP	5	3313	0.043030700	0.076808091	9157
MTMR3	4	4826	0.043033028	0.076808091	9158
SHCBP1L	5	4522	0.043042925	0.076808091	9159
DBF4	5	4541	0.043043465	0.076808091	9160
KRT33A	5	4319	0.043049824	0.076808091	9161
AKAP8L	5	3840	0.043053790	0.076808091	9162
ZSWIM4	4	3589	0.043058661	0.076808091	9163
NDUFA8	4	4570	0.043060647	0.076808091	9164
PSTK	4	4067	0.043077440	0.076826407	9165
PHF21A	4	3471	0.043080709	0.076826407	9166
SRRM3	4	4640	0.043085016	0.076826407	9167
GALT	3	4993	0.043096541	0.076830236	9168
PRSS37	4	4916	0.043097974	0.076830236	9169
HGH1	3	3919	0.043103136	0.076830236	9170
PSMA1	5	4423	0.043109344	0.076830236	9171
MRPL38	5	4091	0.043110665	0.076830236	9172
EFEMP2	4	4876	0.043121705	0.076834401	9173
LGALSL	3	3395	0.043122403	0.076834401	9174
LOX	4	4173	0.043135981	0.076850218	9175
CIAO1	4	4465	0.043142100	0.076852743	9176
CCNA2	4	4193	0.043156349	0.076859766	9177
FAM166A	4	3147	0.043157554	0.076859766	9178
JMJD6	4	4024	0.043160149	0.076859766	9179
P4HA1	4	4074	0.043177318	0.076870041	9180
EPB42	5	4512	0.043178983	0.076870041	9181
TTC23L	4	4238	0.043180027	0.076870041	9182
XPO7	4	4706	0.043189099	0.076877642	9183
WDR45	5	4004	0.043197751	0.076877642	9184
HAGHL	5	3414	0.043201324	0.076877642	9185
SNTB1	3	4184	0.043204205	0.076877642	9186
CYP27A1	4	4511	0.043207812	0.076877642	9187
ITGB1	4	3247	0.043223197	0.076883402	9188
MPP1	4	3515	0.043223838	0.076883402	9189
ZNF605	5	3961	0.043225160	0.076883402	9190
DEFB116	5	4464	0.043244488	0.076909411	9191
FSCN1	3	4327	0.043261148	0.076927841	9192
UBQLN1	4	4632	0.043264263	0.076927841	9193
PLOD1	5	4878	0.043272624	0.076934340	9194
PIAS3	4	4341	0.043283410	0.076936816	9195
SLC41A2	4	3092	0.043285106	0.076936816	9196
MAP2K5	4	3471	0.043292306	0.076936816	9197
SYPL2	4	3284	0.043294153	0.076936816	9198
UBOX5	5	4767	0.043298026	0.076936816	9199
PDGFRL	4	4605	0.043302258	0.076936816	9200
LHFPL5	5	3615	0.043311716	0.076945258	9201
SPIN2A	4	4113	0.043350004	0.077004909	9202
SDR9C7	4	3056	0.043363243	0.077020056	9203
RNF212	4	3669	0.043380368	0.077042101	9204
GTF2IRD2B	5	4738	0.043402681	0.077070137	9205
RHD	5	3946	0.043407788	0.077070137	9206
DEF6	4	3737	0.043410299	0.077070137	9207
CCDC113	4	4024	0.043421846	0.077079712	9208
POLB	4	3897	0.043425124	0.077079712	9209
AXIN1	5	4877	0.043438381	0.077088048	9210
CEP41	5	3597	0.043439504	0.077088048	9211
ENTR1	4	3031	0.043445267	0.077088048	9212
B3GALT4	4	4463	0.043448684	0.077088048	9213
PRXL2A	4	3786	0.043454210	0.077089485	9214
TRPT1	4	3847	0.043465188	0.077100594	9215
KATNBL1	5	4158	0.043475554	0.077110613	9216
SLC25A24	4	3254	0.043484067	0.077117344	9217
TNFRSF19	4	3870	0.043492997	0.077118722	9218
ATP1A1	5	4578	0.043494280	0.077118722	9219
TM9SF4	5	4170	0.043509539	0.077135989	9220
AGK	5	4893	0.043517713	0.077135989	9221
PANK3	4	3582	0.043522553	0.077135989	9222
PAQR5	4	3365	0.043533801	0.077135989	9223
USP44	4	4455	0.043534451	0.077135989	9224
PHTF2	5	3296	0.043536187	0.077135989	9225
PDHA1	4	3634	0.043537051	0.077135989	9226
FZD5	5	4218	0.043543847	0.077136830	9227
USP42	4	3473	0.043546964	0.077136830	9228
ERICH1	4	3002	0.043554234	0.077141349	9229
TFAP2C	4	3968	0.043565322	0.077152628	9230
PDE4A	4	3517	0.043580346	0.077163885	9231
TMEM100	4	3642	0.043581120	0.077163885	9232
ASPG	4	3918	0.043592370	0.077175445	9233
CARD9	4	3565	0.043614487	0.077203955	9234
INPP5A	4	4957	0.043619309	0.077203955	9235
TGM5	4	4545	0.043623746	0.077203955	9236
SPIN4	4	3282	0.043627367	0.077203955	9237
ELAVL3	4	4910	0.043637664	0.077213819	9238
MMP26	5	4467	0.043647814	0.077223419	9239
DEGS1	4	4557	0.043661021	0.077238425	9240
SLC22A10	4	3673	0.043679166	0.077262163	9241
C11orf53	4	3113	0.043686822	0.077267345	9242
C15orf39	4	3073	0.043702097	0.077285998	9243
FAR1	4	4853	0.043708376	0.077288740	9244
IL22RA2	4	4951	0.043744643	0.077332101	9245
ZNF415	5	4990	0.043746738	0.077332101	9246
RIPPLY3	5	4169	0.043749413	0.077332101	9247
MMP15	4	4298	0.043751821	0.077332101	9248
CRACR2A	4	3495	0.043757664	0.077334067	9249
PABPC1L	4	4503	0.043782199	0.077354746	9250
IGHV3-21	4	4192	0.043784889	0.077354746	9251
VPS72	4	4016	0.043786148	0.077354746	9252
FOXA3	4	4135	0.043794951	0.077354746	9253
GLT1D1	5	3643	0.043796235	0.077354746	9254
NOC4L	4	3012	0.043797759	0.077354746	9255
ARR3	5	4358	0.043804195	0.077354894	9256
SH2D4A	5	3047	0.043812952	0.077354894	9257
IMMP2L	4	3844	0.043813821	0.077354894	9258
INHBE	4	3277	0.043816773	0.077354894	9259
CCR3	4	4938	0.043822346	0.077356380	9260
JUP	4	4851	0.043829706	0.077361016	9261
H2AC13	4	3104	0.043846434	0.077379096	9262
LRCH1	4	4293	0.043849417	0.077379096	9263
UQCRFS1	3	3366	0.043864512	0.077395201	9264
EPS15	4	4427	0.043872696	0.077395201	9265
DCTN5	4	3690	0.043874302	0.077395201	9266
ZNF544	4	4462	0.043877482	0.077395201	9267
SYT5	4	3304	0.043902442	0.077430872	9268
KCNK17	4	3087	0.043935269	0.077465539	9269
BACE2	4	4643	0.043936603	0.077465539	9270
TOB2	4	3847	0.043942694	0.077465539	9271
GRHL3	5	3541	0.043952062	0.077465539	9272
IFFO1	4	4632	0.043952096	0.077465539	9273
BGN	5	3320	0.043956538	0.077465539	9274
CLDN18	4	3134	0.043957954	0.077465539	9275
RAB27B	4	4724	0.043960011	0.077465539	9276
CHID1	5	3790	0.043976175	0.077485670	9277
SLC25A41	4	3972	0.043983581	0.077486713	9278
ZNF277	4	3433	0.043986248	0.077486713	9279
CD300LF	4	4437	0.043999473	0.077501659	9280
IRX5	4	3919	0.044008613	0.077505772	9281
USP43	4	3911	0.044015086	0.077505772	9282
YWHAQ	4	3213	0.044019844	0.077505772	9283
CENPB	4	4319	0.044026282	0.077505772	9284
MSLNL	4	3328	0.044027485	0.077505772	9285
CWC22	5	4627	0.044030258	0.077505772	9286
TOM1L1	5	3244	0.044040353	0.077515195	9287
CAP2	5	3907	0.044046355	0.077517412	9288
POMK	4	4500	0.044062605	0.077537663	9289
ANKRD53	3	4544	0.044073892	0.077542810	9290
PGGT1B	4	3425	0.044075018	0.077542810	9291
FAM189B	4	4469	0.044085670	0.077549046	9292
REXO1	4	4092	0.044088051	0.077549046	9293
CANX	5	3219	0.044093602	0.077550465	9294
FBXL13	4	4560	0.044111203	0.077573074	9295
H3C7	4	4914	0.044133876	0.077596770	9296
DGKZ	4	4389	0.044136326	0.077596770	9297
AC126283.2	4	3904	0.044139184	0.077596770	9298
AGBL5	4	4952	0.044149231	0.077596770	9299
CHD1	4	3593	0.044153500	0.077596770	9300
FAF2	4	3996	0.044155918	0.077596770	9301
RILPL1	3	3696	0.044177216	0.077596770	9302
H4C9	4	4716	0.044178405	0.077596770	9303
TAAR1	4	3476	0.044185000	0.077596770	9304
EHD2	4	4796	0.044190376	0.077596770	9305
UPF1	4	3198	0.044190528	0.077596770	9306
EFCAB7	5	4301	0.044195044	0.077596770	9307
PROX2	4	3692	0.044197520	0.077596770	9308
ADAM15	5	3070	0.044199369	0.077596770	9309
PLA2G6	4	4641	0.044201592	0.077596770	9310
MRPS7	3	4209	0.044201951	0.077596770	9311
ST3GAL2	5	4497	0.044205379	0.077596770	9312
MPRIP	4	4860	0.044215160	0.077605606	9313
FLACC1	5	3539	0.044220132	0.077605999	9314
PICK1	4	3386	0.044232109	0.077612812	9315
NDUFA12	4	4532	0.044236999	0.077612812	9316
NTSR2	4	3121	0.044241602	0.077612812	9317
SNX18	4	3651	0.044246202	0.077612812	9318
TLE1	5	4462	0.044250766	0.077612812	9319
CRYGD	4	3546	0.044252503	0.077612812	9320
SNX2	4	3980	0.044260463	0.077618446	9321
FGFBP1	4	3151	0.044269881	0.077624840	9322
VAC14	5	4194	0.044279723	0.077624840	9323
ELK4	4	4341	0.044286643	0.077624840	9324
FAM155A	4	3131	0.044288535	0.077624840	9325
RAP2B	4	4672	0.044289288	0.077624840	9326
ENPP6	5	3275	0.044296407	0.077624840	9327
P4HB	4	3592	0.044299344	0.077624840	9328
FBXO22	3	4687	0.044306012	0.077624840	9329
GRB7	4	4932	0.044311103	0.077624840	9330
AKR1C4	4	3303	0.044311753	0.077624840	9331
HEATR4	4	3719	0.044316347	0.077624840	9332
GET3	4	3962	0.044338030	0.077633141	9333
TBCCD1	4	3512	0.044358721	0.077633141	9334
DNAJA2	4	4482	0.044361453	0.077633141	9335
LCMT1	4	3534	0.044361518	0.077633141	9336
UNCX	4	3326	0.044361950	0.077633141	9337
FANCL	4	4781	0.044364472	0.077633141	9338
KRTAP4-5	4	3228	0.044374575	0.077633141	9339
FOXD4L1	4	3717	0.044374844	0.077633141	9340
TEX33	5	3527	0.044374882	0.077633141	9341
HNRNPR	4	4632	0.044375604	0.077633141	9342
SNX1	5	4766	0.044382015	0.077633141	9343
TREX1	4	4590	0.044387399	0.077633141	9344
CORO7	5	3426	0.044392066	0.077633141	9345
